Timestamp,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
2026/05/30 10:12:02 PM,Unemployed,Other,56 - above,Kribi,"Below 50,000",5,Rarely,41-60%,No,16103,"5,000-15,000",Fish / Meat,"Above 30,000",4,Public bus,7,More than 50%,Once,"Yes, occasionally",20-35%,0,9461,I own my home,No,3,No,30939,35000,Utilities,Probably yes,Started a small business; Borrowed money; Reduced spending,Currency depreciation,Before 2018
2026/05/30 10:23:08 PM,Unemployed,Vocational,56 - above,Maroua,"50,000-100,000",6,Rarely,41-60%,"Yes, both quantity and quality",32428,"15001-30,000",Rice,"Below 10,000",4,Private car/bike/bicycle,5,More than 50%,Twice,"Yes, frequently",Less than 20%,0,23192,Yes,"Yes, more than once",3,Yes,2534,75000,Utilities,Definitely yes,Relocated to a cheaper area; Taking a second job,Other,2024
2026/05/30 10:29:59 PM,Employed,Other,36-45,Maroua,"Above 500,000",3,Never,Less than 20%,"Yes, only quality",322858,"5,000-15,000",Plantains / Cassava,"Below 10,000",5,Walking,7,10-25%,More than twice,"Yes, frequently",36-50%,160575,8314,I own my home,"Yes, once",3,Yes,30828,150000,Rent,Uncertain,Started a small business,Inflation (rising prices),2019
2026/05/30 10:35:13 PM,Unemployed,Undergraduate,46-55,Kribi,"200,001-500,000",1,Rarely,41-60%,"Yes, both quantity and quality",172277,"5,000-15,000",Bread,"20,001-30,000",4,Public bus,13,More than 50%,Never,Never,36-50%,77132,6678,No,"Yes, once",5,Yes,23577,0,Transportation,Definitely yes,Taking a second job,Other,2022
2026/05/30 10:49:06 PM,Employed,Undergraduate,36-45,Bamenda,"Below 50,000",7,Never,more than 60%,"Yes, both quantity and quality",17790,"More than 30,000",Cooking oil,"20,001-30,000",5,Private car/bike/bicycle,9,26%-50%,Twice,"Yes, occasionally",Less than 20%,14431,20697,Yes,No,4,No,29142,35000,Transportation,Definitely yes,Borrowed money,Inflation (rising prices),2021
2026/05/30 11:02:26 PM,Student,Vocational,56 - above,Douala,"50,000-100,000",3,Rarely,20-40%,"Yes, both quantity and quality",35502,"More than 30,000",Rice,"20,001-30,000",3,Bike,12,10-25%,Once,"Yes, occasionally",36-50%,22213,5873,No,"Yes, once",5,No,17171,35000,Food,Probably yes,Relocated to a cheaper area,Inflation (rising prices),2026
2026/05/30 11:13:47 PM,Student,Other,36-45,Garoua,"Above 500,000",6,Sometimes,Less than 20%,"Yes, only quality",205206,"Less than 5,000",Fish / Meat,"Above 30,000",4,Bike,8,10-25%,Twice,Rarely,20-35%,131237,18957,Yes,No,3,No,27612,0,Education,Definitely yes,Taking a second job; Relocated to a cheaper area,Fuel prices,2024
2026/05/30 11:18:28 PM,Self-employed,Other,36-45,Buea,"100,001-200,000",4,Always,41-60%,No,79581,"Less than 5,000",Cooking oil,"Below 10,000",3,Bike,5,More than 50%,Twice,Never,More than 50%,52459,9682,I own my home,"Yes, more than once",3,Yes,18588,75000,Utilities,Probably yes,Reduced spending; Borrowed money,Fuel prices,Before 2018
2026/05/30 11:31:57 PM,Student,Postgraduate,26-35,Bafoussam,"200,001-500,000",7,Always,20-40%,No,176931,"15001-30,000",Onions & Tomatoes,"20,001-30,000",5,Walking,6,10-25%,Never,"Yes, frequently",More than 50%,125512,17171,I own my home,No,3,No,20399,0,Food,Probably yes,Taking a second job,Inflation (rising prices),2026
2026/05/30 11:39:26 PM,Unemployed,Postgraduate,56 - above,Maroua,"Below 50,000",7,Sometimes,41-60%,No,18438,"5,000-15,000",Cooking oil,"20,001-30,000",5,Bike,1,Less than 10%,Twice,"Yes, occasionally",36-50%,14432,21947,No,"Yes, once",4,Yes,23574,35000,Healthcare,Probably yes,Taking a second job; Relocated to a cheaper area; Started a small business,Government policies,2020
2026/05/30 11:47:04 PM,Self-employed,Vocational,36-45,Maroua,"200,001-500,000",5,Sometimes,41-60%,"Yes, only quantity",140228,"15001-30,000",Bread,"Below 10,000",3,Private car/bike/bicycle,7,26%-50%,Once,Never,36-50%,103761,16302,No,"Yes, more than once",4,No,31161,0,Education,Probably no,Started a small business; Relocated to a cheaper area,Currency depreciation,2022
2026/05/30 11:49:39 PM,Employed,Other,56 - above,Maroua,"Below 50,000",4,Rarely,more than 60%,No,16736,"More than 30,000",Fish / Meat,"Above 30,000",3,Bike,0,26%-50%,Never,"Yes, occasionally",More than 50%,14762,12518,Yes,No,5,No,2841,300000,Transportation,Uncertain,Started a small business; Borrowed money,Other,2022
2026/05/30 11:57:33 PM,Self-employed,Other,46-55,Maroua,"50,000-100,000",3,Sometimes,more than 60%,"Yes, both quantity and quality",32364,"5,000-15,000",Rice,"Above 30,000",3,Walking,5,10-25%,Never,Never,Less than 20%,21914,9744,Yes,No,3,Yes,14942,35000,Education,No,Taking a second job; Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2020
2026/05/31 12:12:16 AM,Unemployed,Other,36-45,Garoua,"50,000-100,000",3,Rarely,Less than 20%,"Yes, both quantity and quality",33029,"Less than 5,000",Rice,"Below 10,000",3,Bike,14,Less than 10%,More than twice,"Yes, occasionally",36-50%,0,21707,I own my home,"Yes, once",5,No,22357,0,Rent,Uncertain,Borrowed money; Relocated to a cheaper area,Currency depreciation,Before 2018
2026/05/31 12:24:47 AM,Employed,Other,26-35,Maroua,"Above 500,000",3,Always,20-40%,"Yes, only quantity",218375,"5,000-15,000",Bread,"Above 30,000",5,Walking,4,26%-50%,Once,Rarely,More than 50%,238714,17262,Yes,No,5,Yes,5996,35000,Education,Definitely yes,Started a small business,Fuel prices,Before 2018
2026/05/31 12:34:33 AM,Student,Vocational,56 - above,Bamenda,"100,001-200,000",1,Sometimes,more than 60%,"Yes, only quality",51854,"5,000-15,000",Cooking oil,"Below 10,000",5,Private car/bike/bicycle,5,10-25%,More than twice,"Yes, occasionally",20-35%,0,22421,No,"Yes, more than once",3,Yes,11149,300000,Healthcare,No,Relocated to a cheaper area; Taking a second job,Currency depreciation,2022
2026/05/31 12:43:05 AM,Student,Undergraduate,46-55,Kribi,"Below 50,000",8,Always,more than 60%,"Yes, only quality",13838,"15001-30,000",Fish / Meat,"20,001-30,000",4,Private car/bike/bicycle,1,26%-50%,Twice,Never,Less than 20%,12765,16254,Yes,"Yes, more than once",3,No,2267,0,Utilities,Probably no,Started a small business; Reduced spending; Relocated to a cheaper area,Fuel prices,2021
2026/05/31 12:53:57 AM,Unemployed,Other,18-25,Kribi,"50,000-100,000",8,Always,41-60%,"Yes, only quality",30965,"5,000-15,000",Bread,"Above 30,000",5,Public bus,6,More than 50%,Once,"Yes, frequently",20-35%,19712,9814,No,"Yes, more than once",5,No,27411,300000,Transportation,No,Relocated to a cheaper area; Taking a second job,Currency depreciation,2019
2026/05/31 01:09:34 AM,Student,Vocational,56 - above,Douala,"100,001-200,000",3,Never,more than 60%,"Yes, only quantity",53773,"More than 30,000",Cooking oil,"Below 10,000",5,Public bus,8,More than 50%,More than twice,Never,Less than 20%,38596,21409,I own my home,"Yes, once",4,No,27363,75000,Education,No,Started a small business; Relocated to a cheaper area; Taking a second job,Fuel prices,2024
2026/05/31 01:23:58 AM,Self-employed,Undergraduate,46-55,Bafoussam,"200,001-500,000",7,Rarely,Less than 20%,"Yes, both quantity and quality",137979,"15001-30,000",Fish / Meat,"20,001-30,000",3,Walking,1,More than 50%,Never,"Yes, occasionally",Less than 20%,118575,11417,Yes,No,5,No,17953,35000,Rent,Definitely yes,Taking a second job; Borrowed money; Relocated to a cheaper area,Government policies,2023
2026/05/31 01:29:34 AM,Unemployed,Other,56 - above,Buea,"100,001-200,000",6,Rarely,41-60%,"Yes, only quality",63448,"15001-30,000",Bread,"20,001-30,000",4,Walking,7,More than 50%,Never,"Yes, occasionally",More than 50%,49719,5629,Yes,No,4,No,31069,0,Education,Probably no,Reduced spending; Taking a second job; Relocated to a cheaper area,Inflation (rising prices),2020
2026/05/31 01:43:28 AM,Student,Postgraduate,46-55,Buea,"50,000-100,000",8,Always,41-60%,No,25785,"5,000-15,000",Fish / Meat,"10,000-20,000",4,Public bus,10,Less than 10%,Never,"Yes, frequently",More than 50%,29510,7402,I own my home,"Yes, more than once",3,No,2122,0,Healthcare,Probably no,Relocated to a cheaper area; Taking a second job,Government policies,2021
2026/05/31 01:51:35 AM,Self-employed,Vocational,46-55,Maroua,"Above 500,000",6,Always,20-40%,"Yes, only quantity",241384,"More than 30,000",Onions & Tomatoes,"10,000-20,000",4,Public bus,13,10-25%,Once,"Yes, occasionally",20-35%,210611,18280,I own my home,"Yes, more than once",5,No,27675,0,Utilities,Probably no,Taking a second job,Fuel prices,2026
2026/05/31 01:54:53 AM,Employed,Postgraduate,56 - above,Buea,"Below 50,000",2,Always,Less than 20%,"Yes, only quantity",20212,"15001-30,000",Rice,"20,001-30,000",5,Private car/bike/bicycle,10,10-25%,Twice,Never,Less than 20%,13427,23383,Yes,"Yes, more than once",5,Yes,7272,150000,Healthcare,Uncertain,Borrowed money; Taking a second job; Started a small business,Other,2022
2026/05/31 02:09:15 AM,Student,Vocational,56 - above,Buea,"50,000-100,000",5,Always,more than 60%,No,40481,"5,000-15,000",Rice,"Below 10,000",3,Bike,4,Less than 10%,Twice,"Yes, occasionally",36-50%,29416,18324,I own my home,"Yes, once",4,No,4846,75000,Transportation,Probably yes,Reduced spending; Taking a second job; Started a small business,Inflation (rising prices),2025
2026/05/31 02:16:25 AM,Unemployed,Undergraduate,56 - above,Bafoussam,"50,000-100,000",3,Always,41-60%,No,31291,"5,000-15,000",Rice,"20,001-30,000",3,Walking,6,10-25%,Never,"Yes, frequently",More than 50%,20432,11255,Yes,"Yes, more than once",3,No,13238,35000,Healthcare,No,Relocated to a cheaper area; Reduced spending,Inflation (rising prices),2018
2026/05/31 02:24:13 AM,Unemployed,Undergraduate,46-55,Buea,"100,001-200,000",1,Rarely,41-60%,"Yes, both quantity and quality",52424,"Less than 5,000",Cooking oil,"Below 10,000",3,Bike,2,10-25%,More than twice,Rarely,20-35%,35258,11787,No,"Yes, more than once",4,No,34417,35000,Food,Probably no,Relocated to a cheaper area,Currency depreciation,Before 2018
2026/05/31 02:26:52 AM,Self-employed,Vocational,56 - above,Douala,"100,001-200,000",7,Never,Less than 20%,"Yes, only quantity",65555,"More than 30,000",Rice,"Below 10,000",5,Private car/bike/bicycle,4,Less than 10%,Once,"Yes, frequently",20-35%,0,15479,I own my home,"Yes, more than once",5,No,34228,35000,Healthcare,Probably yes,Started a small business,Fuel prices,Before 2018
2026/05/31 02:30:37 AM,Student,Postgraduate,26-35,Bamenda,"200,001-500,000",7,Never,more than 60%,No,166895,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",3,Private car/bike/bicycle,5,10-25%,More than twice,"Yes, occasionally",20-35%,107817,22852,Yes,No,3,Yes,4356,300000,Transportation,Definitely yes,Relocated to a cheaper area; Taking a second job,Government policies,2020
2026/05/31 02:33:35 AM,Student,Undergraduate,56 - above,Bamenda,"100,001-200,000",3,Always,41-60%,"Yes, both quantity and quality",63860,"Less than 5,000",Fish / Meat,"20,001-30,000",4,Private car/bike/bicycle,6,More than 50%,Once,Never,36-50%,48193,17845,I own my home,"Yes, once",3,Yes,3589,150000,Healthcare,Definitely yes,Started a small business; Taking a second job; Reduced spending,Other,2021
2026/05/31 02:35:16 AM,Self-employed,Undergraduate,26-35,Kribi,"Above 500,000",4,Sometimes,41-60%,"Yes, only quantity",263369,"Less than 5,000",Plantains / Cassava,"Above 30,000",4,Private car/bike/bicycle,3,26%-50%,Once,"Yes, frequently",36-50%,159068,3205,Yes,No,5,Yes,7807,150000,Healthcare,Definitely yes,Started a small business; Borrowed money; Relocated to a cheaper area,Other,2021
2026/05/31 02:47:35 AM,Employed,Other,46-55,Buea,"Below 50,000",5,Sometimes,Less than 20%,No,16784,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",3,Public bus,13,10-25%,Twice,"Yes, occasionally",36-50%,10921,20849,Yes,No,5,Yes,10095,75000,Food,Definitely yes,Taking a second job,Government policies,2025
2026/05/31 02:55:54 AM,Employed,Vocational,46-55,Douala,"200,001-500,000",3,Rarely,41-60%,"Yes, both quantity and quality",107900,"More than 30,000",Onions & Tomatoes,"20,001-30,000",3,Walking,3,Less than 10%,Never,Rarely,20-35%,83987,14967,I own my home,No,5,Yes,14530,35000,Utilities,Probably yes,Started a small business,Currency depreciation,2026
2026/05/31 02:58:29 AM,Self-employed,Undergraduate,46-55,Bafoussam,"Below 50,000",5,Always,41-60%,"Yes, only quantity",20423,"15001-30,000",Bread,"10,000-20,000",3,Walking,3,More than 50%,Twice,"Yes, occasionally",20-35%,0,8406,No,"Yes, more than once",3,Yes,13676,75000,Education,No,Started a small business,Inflation (rising prices),2018
2026/05/31 03:07:52 AM,Self-employed,Undergraduate,36-45,Buea,"Above 500,000",5,Always,more than 60%,"Yes, only quantity",244651,"15001-30,000",Plantains / Cassava,"10,000-20,000",5,Walking,9,More than 50%,Once,Never,36-50%,171972,20078,I own my home,"Yes, once",5,Yes,18313,75000,Healthcare,No,Started a small business; Taking a second job; Relocated to a cheaper area,Currency depreciation,2021
2026/05/31 03:19:50 AM,Student,Postgraduate,26-35,Bafoussam,"Above 500,000",2,Rarely,20-40%,No,291924,"15001-30,000",Plantains / Cassava,"10,000-20,000",5,Bike,1,Less than 10%,Never,Rarely,More than 50%,0,23398,Yes,"Yes, more than once",4,No,30578,150000,Rent,Probably no,Relocated to a cheaper area,Inflation (rising prices),2024
2026/05/31 03:28:36 AM,Self-employed,Other,46-55,Douala,"Above 500,000",1,Sometimes,41-60%,"Yes, only quality",258114,"Less than 5,000",Cooking oil,"Above 30,000",4,Walking,7,26%-50%,Once,Never,36-50%,231655,6611,Yes,"Yes, more than once",3,Yes,12681,150000,Rent,Uncertain,Borrowed money,Fuel prices,2026
2026/05/31 03:34:44 AM,Unemployed,Undergraduate,46-55,Maroua,"200,001-500,000",5,Never,41-60%,"Yes, only quantity",144243,"5,000-15,000",Cooking oil,"20,001-30,000",5,Walking,4,Less than 10%,Never,Never,More than 50%,134205,9277,No,"Yes, more than once",5,No,16538,150000,Healthcare,Definitely no,Reduced spending; Taking a second job; Borrowed money,Fuel prices,2025
2026/05/31 03:37:00 AM,Unemployed,Vocational,26-35,Bamenda,"200,001-500,000",5,Never,more than 60%,"Yes, only quality",176155,"More than 30,000",Rice,"10,000-20,000",4,Public bus,0,26%-50%,More than twice,Never,36-50%,75296,6666,Yes,"Yes, more than once",4,No,23292,300000,Transportation,Definitely yes,Borrowed money,Government policies,2021
2026/05/31 03:46:30 AM,Student,Other,36-45,Buea,"100,001-200,000",7,Always,41-60%,"Yes, only quality",47225,"Less than 5,000",Plantains / Cassava,"Above 30,000",5,Walking,14,10-25%,More than twice,Never,20-35%,30887,10738,No,"Yes, once",5,Yes,28727,35000,Education,No,Started a small business; Relocated to a cheaper area,Inflation (rising prices),2023
2026/05/31 04:00:16 AM,Self-employed,Other,56 - above,Bamenda,"Below 50,000",8,Never,20-40%,"Yes, only quantity",16712,"5,000-15,000",Plantains / Cassava,"20,001-30,000",5,Private car/bike/bicycle,1,10-25%,Once,Rarely,20-35%,14665,5840,I own my home,No,3,Yes,7650,300000,Education,Definitely no,Started a small business; Taking a second job,Currency depreciation,2019
2026/05/31 04:10:04 AM,Employed,Other,46-55,Bafoussam,"Above 500,000",7,Always,20-40%,"Yes, only quantity",218926,"5,000-15,000",Bread,"Below 10,000",5,Bike,5,10-25%,Once,Rarely,More than 50%,257866,16623,Yes,No,5,No,23398,300000,Food,Definitely yes,Borrowed money; Relocated to a cheaper area; Taking a second job,Other,2021
2026/05/31 04:23:47 AM,Student,Other,56 - above,Buea,"Below 50,000",3,Rarely,20-40%,"Yes, only quality",16771,"5,000-15,000",Fish / Meat,"20,001-30,000",4,Walking,13,Less than 10%,More than twice,"Yes, frequently",Less than 20%,0,8258,I own my home,No,3,Yes,26617,75000,Rent,Uncertain,Taking a second job; Started a small business,Currency depreciation,2019
2026/05/31 04:38:53 AM,Self-employed,Undergraduate,46-55,Yaounde,"200,001-500,000",4,Rarely,more than 60%,"Yes, both quantity and quality",105581,"More than 30,000",Bread,"Above 30,000",4,Public bus,3,10-25%,Never,"Yes, frequently",More than 50%,139602,24864,No,No,4,No,30393,300000,Transportation,Definitely yes,Borrowed money; Started a small business; Reduced spending,Fuel prices,2023
2026/05/31 04:54:39 AM,Self-employed,Postgraduate,26-35,Douala,"100,001-200,000",8,Rarely,20-40%,No,68737,"Less than 5,000",Fish / Meat,"10,000-20,000",4,Bike,10,More than 50%,Never,"Yes, occasionally",36-50%,50069,17260,Yes,"Yes, more than once",5,Yes,10027,0,Utilities,No,Borrowed money,Inflation (rising prices),2018
2026/05/31 04:58:03 AM,Employed,Vocational,26-35,Buea,"50,000-100,000",4,Sometimes,more than 60%,"Yes, only quality",35691,"Less than 5,000",Onions & Tomatoes,"Above 30,000",3,Bike,2,26%-50%,Never,"Yes, frequently",36-50%,20293,20716,I own my home,"Yes, more than once",4,No,2301,75000,Education,Definitely yes,Started a small business; Relocated to a cheaper area; Reduced spending,Other,2025
2026/05/31 05:02:00 AM,Self-employed,Vocational,26-35,Yaounde,"100,001-200,000",7,Never,41-60%,"Yes, both quantity and quality",51502,"Less than 5,000",Fish / Meat,"Below 10,000",4,Private car/bike/bicycle,8,More than 50%,Never,"Yes, occasionally",More than 50%,45665,13479,Yes,No,4,No,19709,0,Healthcare,Uncertain,Reduced spending; Borrowed money,Other,2022
2026/05/31 05:13:33 AM,Employed,Undergraduate,18-25,Yaounde,"50,000-100,000",5,Always,more than 60%,"Yes, both quantity and quality",27876,"More than 30,000",Bread,"10,000-20,000",4,Public bus,7,More than 50%,Never,"Yes, occasionally",20-35%,18728,6066,I own my home,"Yes, once",3,Yes,10367,75000,Rent,No,Started a small business,Currency depreciation,2021
2026/05/31 05:18:04 AM,Employed,Undergraduate,26-35,Yaounde,"50,000-100,000",8,Never,Less than 20%,"Yes, both quantity and quality",23099,"More than 30,000",Bread,"10,000-20,000",4,Walking,12,10-25%,More than twice,"Yes, occasionally",Less than 20%,24422,23103,I own my home,No,5,Yes,13006,0,Education,Definitely yes,Started a small business,Inflation (rising prices),2023
2026/05/31 05:28:13 AM,Unemployed,Other,18-25,Douala,"Above 500,000",7,Rarely,41-60%,"Yes, only quantity",352430,"Less than 5,000",Fish / Meat,"Below 10,000",5,Walking,9,Less than 10%,More than twice,"Yes, frequently",More than 50%,241240,4373,Yes,"Yes, once",4,Yes,7704,300000,Rent,Uncertain,Borrowed money; Reduced spending; Relocated to a cheaper area,Other,2021
2026/05/31 05:41:56 AM,Employed,Vocational,56 - above,Bamenda,"100,001-200,000",7,Rarely,more than 60%,"Yes, only quality",63575,"5,000-15,000",Rice,"Above 30,000",4,Public bus,6,10-25%,Once,"Yes, frequently",Less than 20%,36880,17340,Yes,"Yes, more than once",5,Yes,5387,150000,Food,Definitely yes,Started a small business; Borrowed money,Government policies,2020
2026/05/31 05:51:38 AM,Employed,Other,26-35,Douala,"Above 500,000",5,Never,Less than 20%,"Yes, only quantity",225692,"5,000-15,000",Cooking oil,"10,000-20,000",4,Bike,12,26%-50%,More than twice,"Yes, occasionally",Less than 20%,193484,7359,I own my home,"Yes, once",3,No,20440,75000,Rent,Uncertain,Borrowed money; Taking a second job; Started a small business,Fuel prices,2019
2026/05/31 06:01:47 AM,Student,Undergraduate,18-25,Bafoussam,"100,001-200,000",5,Never,Less than 20%,"Yes, only quality",47933,"5,000-15,000",Fish / Meat,"Above 30,000",3,Bike,2,More than 50%,More than twice,"Yes, occasionally",Less than 20%,58613,5555,I own my home,"Yes, more than once",4,No,30092,35000,Utilities,Definitely yes,Relocated to a cheaper area,Other,2018
2026/05/31 06:14:55 AM,Employed,Other,36-45,Kribi,"Below 50,000",5,Sometimes,41-60%,"Yes, only quality",21175,"More than 30,000",Plantains / Cassava,"20,001-30,000",5,Public bus,12,Less than 10%,Never,Rarely,Less than 20%,13898,7442,No,"Yes, once",5,Yes,21369,300000,Utilities,Probably yes,Started a small business; Borrowed money; Reduced spending,Other,2020
2026/05/31 06:25:01 AM,Self-employed,Other,36-45,Douala,"Below 50,000",4,Rarely,more than 60%,"Yes, only quantity",20095,"5,000-15,000",Cooking oil,"Below 10,000",5,Walking,6,Less than 10%,Twice,"Yes, occasionally",More than 50%,0,14102,No,"Yes, once",4,Yes,27601,35000,Healthcare,Uncertain,Started a small business; Reduced spending,Fuel prices,2023
