Respondent_ID,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
RESP_1174,Employed,Other,46-55,Kribi,"Below 50,000",3,Always,Less than 20%,No,17012,"15001-30,000",Cooking oil,"10,000-20,000",5,Private car/bike/bicycle,10,26%-50%,Twice,"Yes, occasionally",More than 50%,13337,7977,No,"Yes, more than once",5,No,2988,150000,Transportation,No,Started a small business; Relocated to a cheaper area,Currency depreciation,2019
RESP_1175,Employed,Other,46-55,Garoua,"Below 50,000",2,Rarely,Less than 20%,"Yes, only quality",18932,"More than 30,000",Cooking oil,"20,001-30,000",5,Private car/bike/bicycle,13,More than 50%,Twice,Rarely,Less than 20%,15283,18411,I own my home,No,5,No,7069,150000,Transportation,Definitely yes,Borrowed money; Relocated to a cheaper area; Taking a second job,Government policies,Before 2018
RESP_1176,Self-employed,Postgraduate,46-55,Bafoussam,"100,001-200,000",3,Rarely,more than 60%,No,77767,"Less than 5,000",Cooking oil,"Above 30,000",4,Public bus,5,26%-50%,More than twice,Never,36-50%,30156,11619,Yes,"Yes, more than once",3,No,22315,35000,Utilities,Uncertain,Relocated to a cheaper area; Taking a second job; Reduced spending,Currency depreciation,2023
RESP_1177,Employed,Postgraduate,18-25,Kribi,"50,000-100,000",3,Never,Less than 20%,No,24362,"Less than 5,000",Plantains / Cassava,"20,001-30,000",5,Public bus,0,Less than 10%,Never,"Yes, occasionally",36-50%,28703,12448,No,"Yes, once",5,Yes,9859,75000,Education,No,Relocated to a cheaper area,Fuel prices,2019
RESP_1178,Student,Postgraduate,56 - above,Buea,"200,001-500,000",2,Rarely,Less than 20%,"Yes, both quantity and quality",188003,"More than 30,000",Rice,"Above 30,000",5,Bike,2,More than 50%,More than twice,Never,Less than 20%,78832,4081,No,"Yes, once",5,No,27449,75000,Food,Probably yes,Reduced spending; Relocated to a cheaper area,Other,2024
RESP_1179,Self-employed,Undergraduate,18-25,Bafoussam,"50,000-100,000",3,Rarely,41-60%,No,36499,"Less than 5,000",Plantains / Cassava,"Above 30,000",5,Public bus,10,26%-50%,Never,Never,36-50%,21201,9656,I own my home,No,3,No,30884,150000,Utilities,Definitely yes,Borrowed money,Fuel prices,2024
RESP_1180,Unemployment,Vocational,18-25,Bamenda,"200,001-500,000",7,Always,more than 60%,"Yes, only quantity",186221,"15001-30,000",Plantains / Cassava,"20,001-30,000",3,Private car/bike/bicycle,12,10-25%,More than twice,Rarely,20-35%,118461,5432,Yes,No,3,No,21855,75000,Utilities,Probably no,Reduced spending,Fuel prices,Before 2018
RESP_1181,Student,Postgraduate,36-45,Douala,"100,001-200,000",7,Rarely,more than 60%,"Yes, only quality",66369,"5,000-15,000",Rice,"20,001-30,000",3,Bike,7,10-25%,Once,Never,36-50%,45116,22582,I own my home,"Yes, more than once",4,Yes,19989,75000,Utilities,Definitely no,Relocated to a cheaper area; Taking a second job; Started a small business,Other,2019
RESP_1182,Employed,Vocational,36-45,Buea,"50,000-100,000",3,Sometimes,Less than 20%,"Yes, both quantity and quality",37971,"More than 30,000",Plantains / Cassava,"10,000-20,000",4,Private car/bike/bicycle,1,10-25%,Never,Rarely,Less than 20%,18551,15358,No,"Yes, once",5,Yes,11310,75000,Rent,Definitely yes,Relocated to a cheaper area; Reduced spending; Started a small business,Fuel prices,2021
RESP_1183,Self-employed,Postgraduate,46-55,Bafoussam,"200,001-500,000",8,Always,more than 60%,No,168286,"15001-30,000",Plantains / Cassava,"20,001-30,000",5,Walking,2,10-25%,Twice,Never,20-35%,113833,23854,I own my home,"Yes, once",3,Yes,9231,150000,Transportation,Definitely no,Borrowed money; Taking a second job; Reduced spending,Inflation (rising prices),2019
RESP_1184,Student,Other,18-25,Douala,"Below 50,000",8,Sometimes,20-40%,"Yes, only quantity",12880,"15001-30,000",Bread,"Above 30,000",3,Private car/bike/bicycle,10,26%-50%,Twice,Rarely,Less than 20%,11109,5826,Yes,"Yes, once",3,No,28586,75000,Utilities,Probably yes,Taking a second job; Borrowed money; Started a small business,Currency depreciation,2018
RESP_1185,Self-employed,Other,56 - above,Yaoundé,"50,000-100,000",8,Sometimes,41-60%,"Yes, only quantity",23413,"5,000-15,000",Plantains / Cassava,"Below 10,000",3,Public bus,9,More than 50%,More than twice,"Yes, occasionally",20-35%,28581,21730,I own my home,"Yes, more than once",4,Yes,24329,75000,Healthcare,No,Reduced spending,Other,2019
RESP_1186,Unemployment,Vocational,56 - above,Maroua,"200,001-500,000",5,Never,20-40%,No,161110,"5,000-15,000",Bread,"Below 10,000",4,Walking,12,26%-50%,More than twice,"Yes, occasionally",36-50%,124312,10327,No,"Yes, more than once",3,No,8597,150000,Utilities,Probably no,Relocated to a cheaper area,Other,2018
RESP_1187,Student,Vocational,18-25,Bafoussam,"50,000-100,000",2,Sometimes,more than 60%,No,40005,"More than 30,000",Cooking oil,"20,001-30,000",3,Public bus,14,26%-50%,More than twice,Never,20-35%,0,21394,No,"Yes, more than once",4,No,10904,300000,Rent,Definitely no,Taking a second job,Inflation (rising prices),2022
RESP_1188,Student,Vocational,46-55,Yaoundé,"200,001-500,000",3,Always,20-40%,No,117866,"15001-30,000",Rice,"Below 10,000",4,Private car/bike/bicycle,12,Less than 10%,Twice,Rarely,More than 50%,0,19948,I own my home,No,5,Yes,11402,35000,Food,Definitely no,Reduced spending,Inflation (rising prices),2023
RESP_1189,Employed,Other,26-35,Buea,"50,000-100,000",6,Rarely,20-40%,"Yes, both quantity and quality",26331,"More than 30,000",Plantains / Cassava,"10,000-20,000",3,Bike,8,More than 50%,More than twice,Rarely,More than 50%,15626,13125,Yes,"Yes, more than once",3,Yes,23022,75000,Rent,Probably no,Taking a second job,Inflation (rising prices),Before 2018
RESP_1190,Student,Postgraduate,26-35,Garoua,"50,000-100,000",7,Sometimes,41-60%,"Yes, both quantity and quality",39272,"15001-30,000",Plantains / Cassava,"10,000-20,000",5,Private car/bike/bicycle,5,More than 50%,More than twice,"Yes, occasionally",36-50%,27235,11676,I own my home,"Yes, more than once",4,No,21922,150000,Food,Probably yes,Taking a second job; Reduced spending; Borrowed money,Fuel prices,Before 2018
RESP_1191,Employed,Postgraduate,26-35,Douala,"50,000-100,000",4,Rarely,Less than 20%,"Yes, both quantity and quality",23167,"More than 30,000",Plantains / Cassava,"10,000-20,000",3,Public bus,11,Less than 10%,Twice,"Yes, occasionally",20-35%,29413,15563,Yes,"Yes, more than once",3,No,13839,35000,Education,Definitely no,Taking a second job; Borrowed money,Inflation (rising prices),2023
RESP_1192,Student,Postgraduate,56 - above,Bamenda,"Above 500,000",2,Never,more than 60%,"Yes, only quality",333043,"More than 30,000",Cooking oil,"20,001-30,000",4,Walking,3,Less than 10%,Twice,Never,36-50%,230759,18091,Yes,"Yes, once",3,No,20871,150000,Healthcare,Probably yes,Taking a second job,Currency depreciation,2022
RESP_1193,Unemployment,Other,26-35,Buea,"100,001-200,000",4,Never,20-40%,No,53746,"More than 30,000",Cooking oil,"Above 30,000",3,Bike,8,26%-50%,Once,Rarely,36-50%,34955,12907,Yes,No,3,No,30766,35000,Healthcare,Definitely yes,Reduced spending; Taking a second job; Relocated to a cheaper area,Fuel prices,2025
RESP_1194,Unemployment,Other,46-55,Bafoussam,"100,001-200,000",2,Always,41-60%,"Yes, only quality",73158,"5,000-15,000",Cooking oil,"20,001-30,000",3,Private car/bike/bicycle,7,Less than 10%,More than twice,Never,36-50%,0,3095,No,"Yes, once",4,Yes,14433,150000,Food,Definitely no,Relocated to a cheaper area; Taking a second job,Government policies,2026
RESP_1195,Student,Vocational,36-45,Buea,"Above 500,000",7,Sometimes,20-40%,"Yes, only quality",244754,"Less than 5,000",Bread,"20,001-30,000",4,Bike,8,More than 50%,Once,"Yes, frequently",20-35%,0,7253,No,"Yes, once",3,Yes,27067,75000,Utilities,Definitely yes,Started a small business,Government policies,2018
RESP_1196,Student,Postgraduate,18-25,Kribi,"Below 50,000",3,Rarely,Less than 20%,"Yes, both quantity and quality",20364,"15001-30,000",Plantains / Cassava,"Above 30,000",4,Private car/bike/bicycle,9,Less than 10%,Twice,"Yes, occasionally",36-50%,8139,13734,I own my home,"Yes, more than once",3,No,17070,35000,Transportation,Probably no,Taking a second job; Borrowed money,Currency depreciation,2019
RESP_1197,Employed,Other,46-55,Bamenda,"50,000-100,000",5,Sometimes,41-60%,"Yes, only quantity",34751,"More than 30,000",Fish / Meat,"Above 30,000",5,Public bus,8,10-25%,Twice,"Yes, frequently",More than 50%,29683,7337,No,"Yes, more than once",3,Yes,18658,75000,Food,Probably no,Started a small business; Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2026
RESP_1198,Student,Undergraduate,46-55,Douala,"Above 500,000",2,Sometimes,41-60%,"Yes, both quantity and quality",227835,"Less than 5,000",Fish / Meat,"10,000-20,000",3,Walking,3,10-25%,Twice,Rarely,More than 50%,176264,16692,I own my home,"Yes, more than once",4,Yes,28471,0,Education,No,Taking a second job; Borrowed money; Started a small business,Inflation (rising prices),2024
RESP_1199,Employed,Postgraduate,18-25,Bamenda,"Above 500,000",1,Never,20-40%,No,272055,"Less than 5,000",Rice,"10,000-20,000",5,Private car/bike/bicycle,14,26%-50%,Once,"Yes, occasionally",20-35%,231682,7426,No,No,4,No,16641,0,Education,Probably no,Reduced spending,Other,2026
RESP_1200,Unemployment,Postgraduate,18-25,Bamenda,"Below 50,000",1,Rarely,more than 60%,"Yes, only quality",18135,"Less than 5,000",Fish / Meat,"20,001-30,000",4,Bike,0,10-25%,Twice,Rarely,20-35%,0,19495,No,No,5,No,10831,0,Healthcare,Probably no,Started a small business; Taking a second job; Relocated to a cheaper area,Fuel prices,2019
RESP_1201,Unemployment,Vocational,56 - above,Douala,"200,001-500,000",3,Sometimes,more than 60%,"Yes, both quantity and quality",149764,"5,000-15,000",Plantains / Cassava,"Above 30,000",5,Bike,6,10-25%,Once,Never,More than 50%,0,12332,No,"Yes, once",4,No,3162,35000,Transportation,Probably yes,Borrowed money,Government policies,2021
RESP_1202,Self-employed,Postgraduate,26-35,Yaoundé,"Below 50,000",8,Rarely,Less than 20%,"Yes, only quality",18388,"15001-30,000",Cooking oil,"Below 10,000",3,Bike,11,More than 50%,More than twice,Never,20-35%,14975,8308,Yes,"Yes, once",5,No,17962,35000,Food,Probably yes,Taking a second job,Currency depreciation,2024
RESP_1203,Student,Postgraduate,18-25,Bamenda,"Below 50,000",4,Rarely,Less than 20%,No,21199,"15001-30,000",Onions & Tomatoes,"10,000-20,000",3,Bike,1,More than 50%,Twice,"Yes, occasionally",More than 50%,13265,17648,No,No,3,Yes,23363,0,Transportation,Definitely no,Taking a second job; Reduced spending,Currency depreciation,2021
RESP_1204,Self-employed,Undergraduate,46-55,Bafoussam,"50,000-100,000",5,Never,20-40%,"Yes, only quality",36188,"Less than 5,000",Fish / Meat,"10,000-20,000",3,Private car/bike/bicycle,8,10-25%,Never,Rarely,36-50%,16723,14997,Yes,No,4,Yes,20691,75000,Food,Probably no,Taking a second job,Other,2019
RESP_1205,Employed,Vocational,18-25,Maroua,"Above 500,000",4,Sometimes,20-40%,"Yes, both quantity and quality",227026,"More than 30,000",Bread,"20,001-30,000",3,Bike,8,More than 50%,Once,"Yes, occasionally",36-50%,235778,17389,I own my home,"Yes, more than once",3,Yes,11797,300000,Education,Uncertain,Started a small business; Taking a second job; Reduced spending,Fuel prices,2021
RESP_1206,Student,Vocational,46-55,Yaoundé,"200,001-500,000",8,Sometimes,20-40%,"Yes, both quantity and quality",138951,"Less than 5,000",Bread,"Below 10,000",5,Private car/bike/bicycle,8,Less than 10%,Once,"Yes, frequently",20-35%,109999,23525,Yes,"Yes, more than once",5,Yes,11235,35000,Utilities,Definitely yes,Borrowed money; Started a small business,Inflation (rising prices),2020
RESP_1207,Student,Other,56 - above,Garoua,"Below 50,000",4,Rarely,more than 60%,No,19070,"Less than 5,000",Fish / Meat,"Below 10,000",5,Private car/bike/bicycle,10,10-25%,Never,Rarely,20-35%,11573,24640,I own my home,"Yes, once",4,No,15940,75000,Transportation,Definitely yes,Reduced spending,Inflation (rising prices),2018
RESP_1208,Employed,Other,18-25,Yaoundé,"Above 500,000",1,Always,more than 60%,"Yes, only quality",315879,"5,000-15,000",Plantains / Cassava,"Below 10,000",3,Public bus,8,More than 50%,Once,Rarely,20-35%,195748,8922,No,"Yes, once",3,Yes,25608,300000,Utilities,Probably yes,Relocated to a cheaper area; Taking a second job; Started a small business,Currency depreciation,2026
RESP_1209,Employed,Undergraduate,26-35,Buea,"200,001-500,000",7,Always,41-60%,"Yes, only quantity",174033,"15001-30,000",Onions & Tomatoes,"10,000-20,000",5,Bike,2,10-25%,Once,Never,36-50%,120794,14595,No,"Yes, more than once",5,No,13302,35000,Healthcare,No,Taking a second job; Started a small business,Government policies,2020
RESP_1210,Student,Postgraduate,26-35,Bamenda,"50,000-100,000",2,Always,Less than 20%,"Yes, only quantity",26067,"More than 30,000",Rice,"20,001-30,000",4,Walking,4,26%-50%,Once,Never,20-35%,25186,4604,No,"Yes, once",4,Yes,33537,35000,Education,No,Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2018
RESP_1211,Unemployment,Other,26-35,Maroua,"50,000-100,000",5,Never,Less than 20%,"Yes, both quantity and quality",25553,"Less than 5,000",Bread,"Below 10,000",5,Walking,8,Less than 10%,Once,"Yes, frequently",36-50%,29756,8145,I own my home,No,3,No,6594,150000,Utilities,No,Taking a second job; Relocated to a cheaper area,Currency depreciation,Before 2018
RESP_1212,Employed,Postgraduate,18-25,Yaoundé,"100,001-200,000",5,Sometimes,Less than 20%,No,48040,"More than 30,000",Plantains / Cassava,"Above 30,000",5,Private car/bike/bicycle,9,26%-50%,Twice,Never,Less than 20%,40225,22165,Yes,"Yes, once",5,Yes,33292,150000,Transportation,Probably yes,Relocated to a cheaper area; Taking a second job,Inflation (rising prices),Before 2018
RESP_1213,Employed,Postgraduate,36-45,Yaoundé,"Below 50,000",3,Always,41-60%,"Yes, only quantity",19097,"5,000-15,000",Cooking oil,"10,000-20,000",5,Walking,11,Less than 10%,Once,"Yes, occasionally",Less than 20%,13276,21296,Yes,"Yes, once",5,No,6697,0,Education,No,Borrowed money,Currency depreciation,2019
RESP_1214,Self-employed,Other,56 - above,Kribi,"Above 500,000",8,Rarely,more than 60%,"Yes, only quality",214613,"5,000-15,000",Fish / Meat,"10,000-20,000",4,Bike,3,Less than 10%,Once,"Yes, occasionally",20-35%,180208,13470,I own my home,No,4,Yes,9279,0,Utilities,Definitely yes,Reduced spending,Inflation (rising prices),2026
RESP_1215,Unemployment,Postgraduate,46-55,Bamenda,"50,000-100,000",5,Rarely,41-60%,"Yes, both quantity and quality",31522,"More than 30,000",Cooking oil,"Below 10,000",3,Walking,12,26%-50%,Twice,"Yes, frequently",Less than 20%,19543,20625,No,"Yes, more than once",4,No,2275,0,Rent,Probably no,Reduced spending; Borrowed money; Started a small business,Fuel prices,2018
RESP_1216,Unemployment,Postgraduate,26-35,Garoua,"200,001-500,000",1,Always,41-60%,"Yes, both quantity and quality",189953,"5,000-15,000",Rice,"10,000-20,000",4,Public bus,2,26%-50%,Never,"Yes, frequently",36-50%,123285,20863,No,"Yes, once",5,No,12829,35000,Rent,Probably yes,Borrowed money; Started a small business; Reduced spending,Government policies,2022
RESP_1217,Employed,Postgraduate,56 - above,Garoua,"Below 50,000",8,Always,more than 60%,"Yes, only quality",20330,"15001-30,000",Rice,"20,001-30,000",3,Walking,10,10-25%,Never,Never,20-35%,0,23312,No,No,5,Yes,33484,150000,Rent,Probably yes,Taking a second job; Borrowed money,Inflation (rising prices),Before 2018
RESP_1218,Student,Other,26-35,Bamenda,"Above 500,000",6,Rarely,20-40%,"Yes, only quality",241328,"5,000-15,000",Onions & Tomatoes,"Below 10,000",3,Bike,4,More than 50%,Never,"Yes, occasionally",20-35%,184444,23489,I own my home,"Yes, more than once",5,No,24762,75000,Utilities,Probably no,Reduced spending,Inflation (rising prices),2020
RESP_1219,Unemployment,Other,46-55,Maroua,"Below 50,000",4,Never,Less than 20%,No,18017,"15001-30,000",Fish / Meat,"10,000-20,000",4,Walking,2,10-25%,Never,Never,More than 50%,0,5059,No,No,3,No,6063,300000,Utilities,Probably no,Taking a second job; Relocated to a cheaper area; Started a small business,Currency depreciation,2019
RESP_1220,Unemployment,Vocational,18-25,Maroua,"Above 500,000",6,Always,Less than 20%,"Yes, both quantity and quality",210802,"More than 30,000",Plantains / Cassava,"Below 10,000",5,Bike,2,Less than 10%,Twice,"Yes, occasionally",Less than 20%,185243,17743,Yes,No,5,No,27486,300000,Food,Definitely no,Started a small business,Currency depreciation,2019
RESP_1221,Unemployment,Undergraduate,56 - above,Garoua,"50,000-100,000",1,Always,41-60%,"Yes, only quality",33202,"5,000-15,000",Plantains / Cassava,"20,001-30,000",5,Bike,11,26%-50%,Once,Never,36-50%,17269,13009,Yes,"Yes, once",3,Yes,19581,0,Healthcare,Definitely no,Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2023
RESP_1222,Employed,Undergraduate,26-35,Kribi,"200,001-500,000",5,Always,Less than 20%,"Yes, only quality",184542,"More than 30,000",Rice,"20,001-30,000",5,Public bus,11,26%-50%,Once,Rarely,36-50%,0,19507,No,"Yes, once",5,Yes,29013,0,Transportation,No,Relocated to a cheaper area,Government policies,Before 2018
RESP_1223,Employed,Vocational,56 - above,Douala,"50,000-100,000",6,Never,41-60%,"Yes, only quantity",34917,"More than 30,000",Onions & Tomatoes,"10,000-20,000",4,Walking,9,Less than 10%,More than twice,"Yes, occasionally",More than 50%,25517,7321,Yes,"Yes, more than once",3,Yes,7080,0,Healthcare,Probably yes,Relocated to a cheaper area,Inflation (rising prices),Before 2018
RESP_1224,Unemployment,Other,36-45,Kribi,"50,000-100,000",3,Never,20-40%,"Yes, only quantity",26558,"15001-30,000",Plantains / Cassava,"Below 10,000",3,Public bus,7,26%-50%,Once,"Yes, occasionally",More than 50%,21750,10647,Yes,"Yes, more than once",5,Yes,30636,300000,Rent,Definitely no,Reduced spending; Relocated to a cheaper area,Fuel prices,2021
RESP_1225,Unemployment,Postgraduate,26-35,Garoua,"200,001-500,000",4,Always,Less than 20%,"Yes, only quantity",175469,"15001-30,000",Cooking oil,"10,000-20,000",4,Public bus,3,More than 50%,Once,Rarely,Less than 20%,136400,18601,I own my home,"Yes, once",5,Yes,15119,0,Utilities,Definitely yes,Relocated to a cheaper area; Reduced spending; Borrowed money,Government policies,2024
RESP_1226,Self-employed,Other,26-35,Buea,"Above 500,000",8,Never,more than 60%,"Yes, only quality",295329,"Less than 5,000",Cooking oil,"10,000-20,000",3,Walking,10,10-25%,More than twice,Rarely,20-35%,170223,16584,No,"Yes, more than once",5,No,29819,300000,Transportation,Probably no,Taking a second job; Started a small business,Inflation (rising prices),2026
RESP_1227,Unemployment,Undergraduate,46-55,Bamenda,"Above 500,000",3,Never,41-60%,"Yes, only quantity",307416,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",5,Private car/bike/bicycle,14,10-25%,Never,Rarely,36-50%,141330,11241,I own my home,No,3,Yes,2661,0,Food,Probably yes,Reduced spending,Fuel prices,2019
RESP_1228,Unemployment,Postgraduate,56 - above,Bamenda,"200,001-500,000",1,Never,more than 60%,"Yes, only quality",139310,"More than 30,000",Bread,"Below 10,000",3,Private car/bike/bicycle,0,26%-50%,Twice,Never,20-35%,0,11828,No,No,3,Yes,30366,75000,Education,Definitely yes,Borrowed money,Government policies,Before 2018
RESP_1229,Student,Postgraduate,18-25,Buea,"200,001-500,000",6,Sometimes,41-60%,"Yes, both quantity and quality",128592,"5,000-15,000",Plantains / Cassava,"Above 30,000",3,Walking,11,Less than 10%,Twice,Never,Less than 20%,95786,20272,I own my home,"Yes, once",3,No,13713,0,Transportation,No,Relocated to a cheaper area; Borrowed money; Reduced spending,Other,2023
